id,person_id,role,character
ts28824,34967,ACTOR,Carlos Blanka / Ken Masters / Rolento / Hugo Andore / The Great Oni / Wo Fat / Lord Zing / Rory
ts28824,10874,ACTOR,"Dr. Lucinda ""Cindy"" Davila"
ts28824,1155855,ACTOR,Ryu Hoshi
ts28824,297875,ACTOR,Viktor Sagat / Gouken / Sodom / Belger
ts30820,14001,ACTOR,Sakuragi Hanamichi (voice)
ts30820,14002,ACTOR,Rukawa Kaede (voice)
ts30820,10931,ACTOR,Takenori Akagi (voice)
ts30820,132751,ACTOR,Ryota Miyagi (voice)
ts30820,123541,ACTOR,Hisashi Mitsui (voice)
ts30820,10935,ACTOR,Haruko Akagi (voice)
ts30820,299957,ACTOR,Ayako (voice)
ts30820,98479,ACTOR,Kiminobu Kogure (voice)
ts30820,89894,ACTOR,Shin'ichi Maki (voice)
ts30820,88323,ACTOR,Akira Sendo (voice)
ts30820,50947,ACTOR,Anzai (voice)
ts30820,30768,ACTOR,Yohei Mito (voice) / Kiyota Nobunaga (voice)
ts30820,89883,ACTOR,Jun Uozumi (voice)
ts30820,86003,ACTOR,Yuuji Ookusu (voice)
ts30820,474649,ACTOR,Chuichirou Noma (voice)
ts30820,442964,ACTOR,Fujii (voice)
ts30820,100590,ACTOR,Matsui (voice)
ts30820,89879,ACTOR,Nozomi Takamiya (voice)
ts30820,10936,DIRECTOR,nan
ts848,137310,ACTOR,nan
ts848,140305,ACTOR,nan
ts53340,86003,ACTOR,nan
ts53340,14002,ACTOR,nan
ts53340,84497,ACTOR,nan
ts53340,462,ACTOR,nan
ts53340,93574,ACTOR,nan
ts53340,62073,ACTOR,nan
ts53340,104130,ACTOR,nan
ts53340,2466,ACTOR,nan
ts53340,87191,ACTOR,nan
ts53340,725258,ACTOR,nan
ts53340,447481,ACTOR,nan
ts53340,39561,ACTOR,nan
ts53340,484439,ACTOR,nan
ts53340,135601,ACTOR,nan
ts53340,453965,ACTOR,nan
ts53340,5607,ACTOR,nan
ts53340,15671,ACTOR,nan
ts53340,49302,ACTOR,nan
ts53340,11396,ACTOR,nan
ts53340,84496,ACTOR,nan
ts28167,338,ACTOR,Izumi Maki
ts28167,462,ACTOR,Gai Daigoji
ts28167,87192,ACTOR,Yurika Misumaru
ts28167,35163,ACTOR,Ruri Hoshino
ts28167,99402,ACTOR,Inez Fressange
ts28167,3976,ACTOR,Megumi Reinard
ts28167,439238,ACTOR,Hikaru Amano
ts28167,57654,ACTOR,Jun Aoi
ts28167,103288,ACTOR,Haruka Minato
ts28167,88337,ACTOR,Seiya Uribatake
ts28167,84492,ACTOR,Goat Hory
ts28167,103289,ACTOR,Admiral Jin Fukube
ts28167,103291,ACTOR,Ai's Mother
ts28167,103293,ACTOR,Erina Kinjo Won
ts28167,30768,ACTOR,Genichiro Tsukiomi
ts28167,123541,ACTOR,Nagare Akatsuki
ts28167,103294,ACTOR,Haruki Kusakabe
ts28167,96955,ACTOR,Ryoko Subaru
ts28167,28164,ACTOR,Yukina Shiratori
ts28167,84496,ACTOR,Ai
ts28167,28163,ACTOR,Akito Tenkawa
ts28167,479477,ACTOR,Prospector (voice)
ts28167,97291,ACTOR,Howmei (voice)
ts6051,59890,ACTOR,Kirima Nagi
ts6051,99019,ACTOR,Boogiepop
ts6051,96476,ACTOR,Manaka Kisaragi
ts6051,86145,ACTOR,Rie Takai
ts6051,88325,ACTOR,Boogiepop Phantom
ts6051,102265,ACTOR,Suema Kazuko
ts6051,395,ACTOR,Manticore
ts6051,42833,ACTOR,Poom Poom
ts6051,99019,ACTOR,Touka Miyashita
ts6051,395,ACTOR,Masami Saotome
ts6051,121,ACTOR,Moto Tonomura
ts6051,102267,ACTOR,Jounouchi Hisashi
ts6051,86142,ACTOR,Akane Kojima
ts6051,97257,ACTOR,Ariou
ts6051,102268,ACTOR,Yasushi Sanada
ts6051,102269,ACTOR,Mayumi Kisaragi
ts6051,35983,ACTOR,Saki Yoshizawa
ts6051,91893,ACTOR,Yoji Suganuma
ts6051,85709,ACTOR,Mamoru Oikawa
ts6051,102270,ACTOR,Atsuko Abe
ts6051,57184,DIRECTOR,nan
ts6051,90694,DIRECTOR,nan
ts12825,338,ACTOR,Mutio (voice)
ts12825,461,ACTOR,Mayumi Kino (voice)
ts12825,322008,ACTOR,Tetsu Hayami (voice)
ts12825,30774,ACTOR,Verg (voice)
ts12825,20388,DIRECTOR,nan
ts75847,16850,ACTOR,Alan Johnson
ts75847,18055,ACTOR,Britt 'Black Fox' Johnson
ts10963,293704,ACTOR,Reina
ts10963,126744,ACTOR,Hanabishi Rekka
ts10963,88337,ACTOR,Ishijima Domon
ts10963,10935,ACTOR,Kirisawa Fuuko
ts10963,11396,ACTOR,Koganui Kaoru
ts10963,123541,ACTOR,Kurei
ts10963,14002,ACTOR,Mikagami Tokiya
ts10963,88325,ACTOR,Mikagami Tokiya
ts10963,439239,ACTOR,Sakoshita Yanagi
ts10963,92708,ACTOR,Kagehoushi
ts10963,92708,ACTOR,Kagerou
ts10963,99781,ACTOR,Mikagami Mifuyu
ts10963,376070,ACTOR,Mori Kouran
ts10963,98470,ACTOR,Morikawa Ganko
ts10963,39336,ACTOR,Nagai Mokuren
ts10963,213228,ACTOR,Neon
ts10963,456969,ACTOR,Raiha
ts28574,462,ACTOR,Shuichi Shindo (voice)
ts28574,57416,ACTOR,Eiri Yuki (voice)
ts28574,123804,ACTOR,Hiroshi Nakano (voice)
ts28574,7462,ACTOR,Toma Seguchi (voice)
ts28574,103450,ACTOR,Suguru Fujisaki (voice)
ts28574,58215,ACTOR,Ryuichi Sakuma (voice)
ts28574,123541,ACTOR,K (voice)
ts28574,84497,ACTOR,Sakano (voice)
ts28574,125,ACTOR,Noriko Ukai (voice)
ts28574,30777,ACTOR,Tatsuha Uesugi
ts28574,122,ACTOR,Ayaka Usami (voice)
ts28574,339,ACTOR,Taki Aizawa (voice)
ts28574,22306,ACTOR,Mika Uesugi (voice)
ts3077,382,ACTOR,nan
ts3077,88322,ACTOR,nan
ts3077,94454,ACTOR,nan
ts3077,60772,ACTOR,nan
ts3077,462,ACTOR,nan
ts3077,339,ACTOR,nan
ts3077,97411,ACTOR,nan
ts3077,249,ACTOR,Kagami Mikage
ts3077,106508,ACTOR,nan
ts3077,77271,ACTOR,nan
ts3077,136346,ACTOR,nan
ts3077,88325,ACTOR,nan
ts3077,30775,ACTOR,nan
ts3077,42369,ACTOR,nan
ts3077,136347,ACTOR,nan
ts3077,104101,DIRECTOR,nan
ts62420,84492,ACTOR,Hazama Itsuru (voice)
ts62420,361369,ACTOR,Sam O'Conner (voice)
ts62420,96401,ACTOR,Morris Daigo (voice)
ts62420,174950,ACTOR,Tony Gleck (voice)
ts62420,160558,ACTOR,Detective (voice)
ts62420,86148,ACTOR,Sachiko Yokogawa (voice)
ts62420,872578,DIRECTOR,nan
ts62420,710609,DIRECTOR,nan
ts25067,103597,ACTOR,Miharu
ts25067,7440,ACTOR,Yushiro Gowa
ts25067,100118,ACTOR,Misuzu Gowa
ts25067,30768,ACTOR,General Kuwajima
ts25067,60813,ACTOR,Kiyotsugu Gowa
ts25067,104071,ACTOR,Sunao Murai
ts25067,35988,ACTOR,Rin Ataka
ts25067,169842,ACTOR,Colonel Stilbanov
ts25067,103294,ACTOR,Tamotsu Hayakawa
ts25067,160558,ACTOR,Krause
ts25067,94457,ACTOR,Kazushi Kitazawa (voice)
ts25067,86003,ACTOR,Takurou Suemi
ts25067,95736,ACTOR,Empress
ts25067,28180,ACTOR,Prime Minister
ts25067,123493,ACTOR,Symbol Chief Researcher
ts25067,84495,ACTOR,Giichirou Gowa
ts25067,103421,ACTOR,Kahoru Kaburagi
ts25067,89883,ACTOR,Kei Nishida
ts25067,208273,ACTOR,Shibasaki Major
ts25067,104076,ACTOR,Tsuna Watanabe
ts447,135601,ACTOR,Oji Tanaka (voice)
ts447,86146,ACTOR,Yuki Layla (voice)
ts447,447481,ACTOR,Yoshiko Tanaka (voice)
ts64,103597,ACTOR,Reiko Kanbayashi (voice)
ts64,86777,ACTOR,Azusa Matsudaira (voice)
ts64,28163,ACTOR,Yoshiki Yaegashi (voice)
ts64,25346,ACTOR,Sakura Yamazaki (voice)
ts64,57416,ACTOR,Mamoru Kusanagi (voice)
ts64,28166,ACTOR,Momiji Fujimiya (voice)
ts64,92708,ACTOR,Koume Sawaguchi (voice)
ts64,7462,ACTOR,Ryoko Takeuchi (voice)
ts64,348,ACTOR,Daitetsu Kunikida (voice)
ts64,864684,DIRECTOR,nan
ts31067,86142,ACTOR,Otome Shirahatamaru
ts31067,136,ACTOR,Sai Nanohana
ts31067,99014,ACTOR,Tsumura Mikage
ts31067,440253,ACTOR,Jiyuu Nanohana
ts31067,440253,ACTOR,Jubei Yagyu II
ts31067,123541,ACTOR,Koinosuke Odago
ts31067,350425,ACTOR,Shoko Maruyama
ts31067,350426,ACTOR,Kozaru
ts31067,28174,ACTOR,Oozaru
ts31067,725332,ACTOR,Hajime Ryujoji
ts31067,725332,ACTOR,Shirou Ryujoji
ts31067,316158,ACTOR,Jubei Yagyu
ts31067,731542,ACTOR,nan
ts31067,136342,ACTOR,nan
ts31067,136339,ACTOR,nan
ts31067,731541,ACTOR,nan
ts31067,731540,ACTOR,nan
ts31067,731539,ACTOR,nan
ts31067,136347,ACTOR,nan
ts31067,28163,ACTOR,Bantaro Sanbonmatsu
ts43499,57418,ACTOR,Photon Earth (voice)
ts43499,5173,ACTOR,Aun Freya (voice)
ts43499,400133,ACTOR,Keyne Acqua (voice)
ts43499,86145,ACTOR,Koro (voice)
ts43499,144069,ACTOR,Lashara Moon (voice)
ts43499,22311,ACTOR,Papacharino Nanadan (voice)
ts655,132745,ACTOR,nan
ts655,99190,ACTOR,nan
ts655,86149,ACTOR,nan
ts655,94457,ACTOR,nan
ts655,1235115,ACTOR,nan
ts655,123898,ACTOR,nan
ts655,135601,ACTOR,nan
ts51294,57555,ACTOR,nan
ts51294,19861,ACTOR,Haru Kojima
ts51294,136362,ACTOR,Oichi
ts51294,590854,ACTOR,nan
ts51294,43841,ACTOR,Masahiko Amakasu
ts51294,175505,ACTOR,Tetsushi Sakurai
ts51294,190316,ACTOR,Yoshiko Kawashima
ts51294,70525,ACTOR,Kosei Aishinkakura
ts51294,70526,ACTOR,Kijin Tatara
ts51294,7151,ACTOR,Hiro Aishinkakura (Saga)
ts51294,174580,ACTOR,Fuketsu Aishinkakura
ts51294,443084,ACTOR,Kotoko Saga
ts51294,436559,ACTOR,San Gou Gou
ts51294,176444,ACTOR,Shunbou Ri (fictional)
ts51294,344822,ACTOR,Kakeda no Miyadenka
ts51294,58500,ACTOR,Sanetou Saga
ts51294,75576,ACTOR,Hisanobu  Touyama (fictional)
ts51294,140950,ACTOR,Koutaigou
ts51294,174170,ACTOR,Hisako Saga
ts51294,141558,ACTOR,Shouji Kudou
ts51294,330330,ACTOR,Takeda no Miyahi Denka
ts51294,99577,ACTOR,Kouran Ri
ts44887,175516,ACTOR,Miki Koishikawa (voice)
ts44887,123541,ACTOR,Yuu Matsuura (voice)
ts44887,103512,ACTOR,Meiko Akizuki (voice)
ts44887,97177,ACTOR,Ginta Suou (voice)
ts44887,58641,ACTOR,Kei Tsuchiya (voice)
ts44887,175134,ACTOR,Satoshi Miwa (voice)
ts44887,11413,ACTOR,Arimi Suzuki (voice)
ts44887,28172,ACTOR,Shin'ichi Namura (voice)
ts44887,88332,ACTOR,Tsutomu Rokutanda (voice)
ts44887,104071,ACTOR,Suzu Sakuma (voice)
ts44887,14002,ACTOR,Michael Grant (voice)
ts44887,30768,ACTOR,Brian Grant (voice)
ts44887,99474,ACTOR,Jinny Golding (voice)
ts33070,376070,ACTOR,The Throne of Yord
ts33070,89893,ACTOR,Leon
ts33070,22311,ACTOR,Kagetsu
ts33070,1235115,ACTOR,Sara
ts33070,337486,ACTOR,Tiara
ts33070,28162,ACTOR,Japolo / Graham
ts33070,39711,ACTOR,Lena
ts33070,842846,DIRECTOR,nan
ts33070,100681,DIRECTOR,nan
ts76736,300637,ACTOR,Touma Hashiba
ts76736,39336,ACTOR,Seiji Date
ts76736,14001,ACTOR,Ryo Sanada
ts76736,1386774,ACTOR,Nusuti Yagyu
ts76736,200167,DIRECTOR,nan
ts42574,60813,ACTOR,Jinsaku Ajo
ts42574,30768,ACTOR,Shuuichi Tataki
ts42574,94454,ACTOR,"Tokiko ""Key"" Mima"
ts42574,92630,ACTOR,Tomoyo Wakagi
ts42574,84492,ACTOR,"Sergei / ""D"""
ts42574,338,ACTOR,Sakura Kuriyagawa
ts42574,1460148,DIRECTOR,nan
ts6317,103413,ACTOR,Kamimura
ts6317,39333,ACTOR,Noriko Oyama
ts6317,339,ACTOR,Keiichirou Aoyama
ts6317,10935,ACTOR,Ibuki Momoi
ts6317,89893,ACTOR,Yosuke Sumida
ts6317,57654,ACTOR,Shunsuke Akagi
ts6317,382,ACTOR,Hirotaka Ijyuin
ts6317,103418,ACTOR,Tomoru Taguchi
ts6317,577728,ACTOR,Chiaki Nakahara
ts6317,97335,ACTOR,Chief Haruo Osugi
ts6317,172707,ACTOR,Shizuka Irie
ts6317,577729,ACTOR,Tomoyoshi Ishizuka
ts6317,30683,ACTOR,Okouchi
ts6317,106872,ACTOR,Fuuka Tanigawa
ts6317,577730,ACTOR,Nishijima
ts6317,316832,ACTOR,Aoyama's Mother
ts6317,293706,ACTOR,Busujima (voice)
ts6317,577731,ACTOR,Ibuki's Mother
ts6317,479477,ACTOR,Agent Shiro Shirota (voice)
ts6317,291731,ACTOR,Rika Domeki
ts43291,7450,ACTOR,Nanaka Nakatomi (voice)
ts43291,440253,ACTOR,Sae Sawanoguchi (voice)
ts43291,94454,ACTOR,Akane Aikawa (voice)
ts43291,101138,ACTOR,Mizuha Miyama (voice)
ts43291,40662,ACTOR,Takeo Takakura
ts43291,84497,ACTOR,Ayanojou Aburatsubo (voice)
ts43291,128280,DIRECTOR,nan
ts34299,444721,ACTOR,Nina
ts34299,39708,ACTOR,Gore Nova
ts34299,100591,ACTOR,Kain Blueriver
ts34299,97729,ACTOR,Roy Glen
ts34299,14002,ACTOR,Rail
ts34299,459804,ACTOR,Millennium Farrier Nocturne
ts34299,28166,ACTOR,Canal Vorfeed
ts34299,39333,ACTOR,Kali
ts34299,10931,ACTOR,Nezard
ts34299,125481,ACTOR,Alice
ts34299,123804,ACTOR,Dark Seeder
ts34299,173786,ACTOR,Rag D'Mezegis
ts34299,177296,ACTOR,Marigan
ts34299,60773,ACTOR,Alfred Stargazer
ts25474,169378,ACTOR,nan
ts25474,87191,ACTOR,nan
ts25474,492092,ACTOR,nan
ts25474,989293,ACTOR,nan
ts25474,302924,ACTOR,nan
ts25474,804228,DIRECTOR,nan
ts31051,11396,ACTOR,Sabu (voice)
ts31051,459804,ACTOR,Mutsuki Nenga (voice)
ts31051,296669,ACTOR,Ranban (voice)
ts31051,100591,ACTOR,Aoi MItsukuni (voice)
ts31051,84496,ACTOR,Mito Mitsukuni (voice)
ts31051,1884954,ACTOR,Tendou (voice)
ts31051,442964,ACTOR,Miyako Ookubo (voice)
ts31051,35163,ACTOR,Kakugein Kafuko (voice)
ts31051,7070,ACTOR,Azuki (voice)
ts31051,57416,ACTOR,Kagerou Mitsukuni (voice)
ts31051,1805966,ACTOR,Shizumi (voice)
ts31051,57184,DIRECTOR,nan
ts13335,268441,ACTOR,Junta Momonari (voice)
ts13335,99015,ACTOR,Karin Aoi (voice)
ts13335,169378,ACTOR,Ami Kurimoto (voice)
ts13335,28166,ACTOR,Tomoko Saeki (voice)
ts13335,93573,ACTOR,Yokomori (voice)
ts13335,84497,ACTOR,Ryuji Sugashita (voice)
ts13335,302924,ACTOR,Kotomi Takanashi (voice)
ts30997,58641,ACTOR,Gokudou
ts30997,128278,ACTOR,Ruubet
ts30997,339,ACTOR,Prince
ts30997,462741,ACTOR,Jin
ts30997,58641,ACTOR,Justice
ts30997,345680,ACTOR,Tsukiha
ts30997,30777,ACTOR,Hanayo
ts30997,87192,ACTOR,Coco-hime
ts30997,96401,ACTOR,King
ts30997,101135,ACTOR,Mora
ts30997,130026,ACTOR,Goddess
ts30997,447481,ACTOR,Rayuka
ts30997,101004,ACTOR,Ikkyu
ts30997,103597,ACTOR,Jin
ts30997,86146,ACTOR,Sphinx
ts30997,103453,ACTOR,Arsaga
ts30997,103453,ACTOR,Shikinka
ts30997,103453,ACTOR,Usagi
ts30997,104143,ACTOR,Momotarou
ts30997,129480,ACTOR,nan
ts30997,227464,ACTOR,nan
ts30997,227465,ACTOR,nan
ts30997,46606,ACTOR,nan
ts30997,227466,ACTOR,nan
ts30997,123541,ACTOR,nan
ts30997,227100,ACTOR,Nihi
ts87877,88320,ACTOR,Bolt Crank
ts40280,104921,ACTOR,Hikaru Yoshimoto
ts40280,123602,ACTOR,Koharu Hotta
ts40280,103597,ACTOR,Izumi Himuro
ts40280,60772,ACTOR,Yuki Azuma
ts40280,172707,ACTOR,Kanako Mita
ts40280,7450,ACTOR,Yoko Tokashiki
ts40280,344,ACTOR,Mao Daidoji
ts40280,338,ACTOR,Ryo Hayakawa
ts40280,367131,ACTOR,Nene Mori
ts40280,135601,ACTOR,Shinsaku Kido
ts40280,84497,ACTOR,Hiroki Takasugi
ts40280,26766,ACTOR,Shino Hayakawa
ts40280,86777,ACTOR,Keiko Himuro
ts40280,57416,ACTOR,Hidehiko Hayakawa
ts40280,94457,ACTOR,Seishiro Natsume (voice)
ts40280,227100,ACTOR,Seira Morimura
ts2961,88320,ACTOR,nan
ts2961,317973,ACTOR,nan
ts2961,11413,ACTOR,nan
ts21482,388,ACTOR,Edward Elric (voice)
ts21482,145,ACTOR,Alphonse Elric (voice)
ts21482,339,ACTOR,Roy Mustang (voice)
ts21482,36375,ACTOR,Scar (voice)
ts21482,35983,ACTOR,Riza Hawkeye (voice)
ts21482,4284,ACTOR,Winry Rockbell (voice)
ts21482,85701,ACTOR,King Bradley (voice)
ts21482,85702,ACTOR,Ling Yao (voice)
ts21482,85704,ACTOR,Louis Armstrong (voice)
ts21482,85705,ACTOR,Heimans Breda (voice)
ts21482,85706,ACTOR,Zampano (voice)
ts21482,35988,ACTOR,Envy (voice)
ts21482,123855,ACTOR,Olivier Mira Armstrong (voice)
ts21482,85708,ACTOR,Tim Marcoh (voice)
ts21482,452666,ACTOR,Edison (voice)
ts21482,85709,ACTOR,Zolf J. Kimblee (voice)
ts21482,28180,ACTOR,Van Hohenheim (voice)
ts21482,58718,ACTOR,Yoki (voice)
ts21482,42367,ACTOR,Jerso (voice)
ts21482,85543,ACTOR,Greed (voice)
ts21482,210295,ACTOR,Pride (voice)
ts21482,3984,ACTOR,Maria Ross (voice)
ts21482,12405,ACTOR,Vato Falman (voice)
ts21482,61035,ACTOR,Buccaneer (voice)
ts21482,85710,ACTOR,Gluttony (voice)
ts21482,85711,ACTOR,Izumi Curtis (voice)
ts21482,39330,ACTOR,Cain Fury (voice)
ts21482,389,ACTOR,Lan Fan (voice)
ts22069,57418,ACTOR,Naruto Uzumaki
ts22069,57417,ACTOR,Sakura Haruno
ts22069,3978,ACTOR,Sasuke Uchiha
ts22069,57416,ACTOR,Kakashi Hatake
ts22069,57653,ACTOR,Sai
ts22069,58641,ACTOR,Gaara
ts22069,30777,ACTOR,Itachi Uchiha
ts22069,60773,ACTOR,Baki
ts22069,456969,ACTOR,Neji Hyuga
ts22069,408394,ACTOR,Shizune
ts22069,88322,ACTOR,Orochimaru
ts22069,61033,ACTOR,Tsunade
ts22069,88320,ACTOR,Might Guy
ts22069,88337,ACTOR,Zetsu
ts22069,86003,ACTOR,Kabuto Yakushi
ts22069,388,ACTOR,Temari
ts22069,57659,ACTOR,Shino Aburame
ts22069,39911,ACTOR,Kisame Hoshigaki
ts22069,10894,ACTOR,Yamato
ts22069,389,ACTOR,Hinata Hyuga
ts11313,85702,ACTOR,Light Yagami (voice)
ts11313,35985,ACTOR,Near (voice)
ts11313,21512,ACTOR,Mello (voice)
ts20305,57418,ACTOR,Naruto Uzumaki (voice)
ts20305,3978,ACTOR,Sasuke Uchiha (voice)
ts20305,57417,ACTOR,Sakura Haruno (voice)
ts20305,57416,ACTOR,Kakashi Hatake (voice)
ts20305,85701,ACTOR,Hiruzen Sarutobi (3º Hokage) (voice)
ts20305,456969,ACTOR,Neji Hyuga (voice)
ts20305,57658,ACTOR,Rock Lee (voice)
ts20305,88320,ACTOR,Might Guy (voice)
ts20305,106872,ACTOR,Tenten (voice)
ts20305,57655,ACTOR,Ino Yamanaka (voice)
ts20305,30774,ACTOR,Shikamaru Nara (voice)
ts20305,57654,ACTOR,Choji Akimichi (voice)
ts20305,57659,ACTOR,Shino Aburame (voice)
ts20305,389,ACTOR,Hinata Hyuga (voice)
ts20305,57656,ACTOR,Kiba Inuzuka (voice)
ts20305,30777,ACTOR,Itachi Uchiha (voice)
ts20305,39911,ACTOR,Kisame Hoshigaki (voice)
ts20305,58641,ACTOR,Gaara (voice)
ts20305,61030,ACTOR,Iruka Umino (voice)
ts20305,86003,ACTOR,Kabuto Yakushi (voice)
ts20305,88322,ACTOR,Orochimaru (voice)
ts20305,88323,ACTOR,Jiraiya (voice)
ts20305,408394,ACTOR,Shizune (voice)
ts20305,685298,ACTOR,Kurenai Yuuhi (voice)
ts20305,388,ACTOR,Temari (voice)
ts20305,84492,ACTOR,Asuma Sarutobi (voice)
ts20305,685266,ACTOR,Kankuro (voice)
ts20305,61033,ACTOR,Tsunade (voice)
ts20305,606531,DIRECTOR,nan
ts15151,88330,ACTOR,Ichigo Kurosaki
ts15151,35983,ACTOR,Rukia Kuchiki
ts15151,35876,ACTOR,Yasutora Sado
ts15151,60635,ACTOR,Orihime Inoue
ts15151,3978,ACTOR,Uryū Ishida
ts15151,57654,ACTOR,Renji Abarai
ts15151,213228,ACTOR,Rangiku Matsumoto
ts15151,339,ACTOR,Kisuke Urahara
ts15151,123493,ACTOR,Ganju Shiba
ts15151,11402,ACTOR,Wonderweiss Margera
ts15151,88332,ACTOR,Avirama Redder
ts15151,30777,ACTOR,Jūshirō Ukitake
ts15151,428,ACTOR,Nel tu
ts15151,348,ACTOR,Shunsui Kyōraku
ts15151,7440,ACTOR,Ikkaku Madarame
ts15151,30768,ACTOR,Isshin Kurosaki
ts15151,12359,ACTOR,Mashiro Kuna
ts15151,138,ACTOR,Izuru Kira
ts15151,127958,ACTOR,"Ryūsei ""Kenryū"" Kenzaki"
ts15151,86003,ACTOR,Noitora
ts15151,30778,ACTOR,Grimmjow Jaggerjack
ts15151,388,ACTOR,Tōshirō Hitsugaya
ts15151,42369,ACTOR,Maki Ichinose
ts15151,11377,ACTOR,Ulquiorra
ts15151,395,ACTOR,Yumichika Ayasegawa
ts15151,382,ACTOR,Keigo Asano
ts15151,61030,ACTOR,Aaroniero Arruruerie
ts15151,130026,ACTOR,Tatsuki Arisawa
ts15151,381,ACTOR,Kenpachi Zaraki
ts15151,127998,ACTOR,Yachiru Kusajishi
ts15151,61038,ACTOR,Ugaki
ts15151,12405,ACTOR,Hyōrinmaru
ts15151,10931,ACTOR,Tessai Tsukabishi
ts15151,88338,ACTOR,Shigekuni Yamamoto-Genryūsai
ts15151,88337,ACTOR,Kurōdo
ts15151,231152,ACTOR,Hiyori Sarugaki
ts15151,330,ACTOR,Jin Kariya
ts15151,30775,ACTOR,Lirin
ts15151,87192,ACTOR,Soifon
ts15151,14002,ACTOR,Makoto Kibune
ts15151,84496,ACTOR,Soifon
ts15151,145,ACTOR,Karin Kurosaki
ts15151,249,ACTOR,Kensei Muguruma
ts15151,434,ACTOR,Yoruichi Shihouin
ts15151,123541,ACTOR,Byakuya Kuchiki
ts15151,39337,ACTOR,Jinta Hanakari
ts15151,249,ACTOR,Noba
ts15151,60813,ACTOR,Sōsuke Aizen
ts15151,22312,ACTOR,Mayuri Kurotsuchi
ts15151,60774,ACTOR,Ururu Tsumugiya
ts15151,88341,ACTOR,Sajin Komamura
ts15151,132,ACTOR,Shūkurō Tsukishima
ts15151,88343,ACTOR,nan
ts15151,88344,ACTOR,nan
ts15151,10894,ACTOR,nan
ts15151,365083,ACTOR,nan
ts15151,4727,ACTOR,nan
ts15151,160098,ACTOR,nan
ts15151,88346,ACTOR,nan
ts15151,88348,ACTOR,nan
ts15151,88349,ACTOR,nan
ts15151,88350,ACTOR,nan
ts15151,174114,ACTOR,nan
ts15151,103347,ACTOR,nan
ts15151,416,ACTOR,nan
ts15151,88353,ACTOR,nan
ts15151,35989,ACTOR,Yammy (voice)
ts31799,60772,ACTOR,Fuu (voice)
ts31799,36373,ACTOR,Mugen (voice)
ts31799,94762,ACTOR,Jin (voice)
ts31799,348,ACTOR,Okuru (voice)
ts31799,94763,ACTOR,Biwa Minstrel (voice)
ts31799,268441,ACTOR,Denkibou (voice)
ts31799,10931,ACTOR,Mukuro (voice)
ts31799,97176,ACTOR,Kagetoki Kariya (voice)
ts31799,94766,ACTOR,Ryujiro Sasaki (voice)
ts31799,94767,ACTOR,Enshirou Mariya (voice)
ts31799,28180,ACTOR,Manzou 'The Saw' Sakami (voice)
ts31799,293705,ACTOR,Ichiemon Frutachi (voice)
ts31799,381,ACTOR,Rikiei (voice)
ts31799,39912,ACTOR,Pinwheel Merchant (voice)
ts31799,25346,ACTOR,Sara (voice)
ts31799,84497,ACTOR,Umanosuke (voice)
ts31799,123543,ACTOR,Sousuke Kawara (voice)
ts31799,26770,ACTOR,Yamane (voice)
ts31799,61030,ACTOR,Yamane (voice)
ts31799,94770,ACTOR,Osuzu (voice)
ts31799,36377,ACTOR,Uohori Andou (voice)
ts31799,20390,DIRECTOR,nan
ts20513,39330,ACTOR,Natsu Dragneel (voice)
ts20513,85542,ACTOR,Lucy Heartfilia (voice)
ts20513,145,ACTOR,Happy (voice)
ts20513,85543,ACTOR,Gray Fullbuster (voice)
ts20513,10869,ACTOR,Erza Scarlet (voice)
ts20513,3596,ACTOR,Wendy Marvell (voice)
ts20513,5173,ACTOR,carla  (voice)
ts20513,35876,ACTOR,Elfman Strauss  (voice)
ts20513,5174,ACTOR,Gajeel Redfox  (voice)
ts20513,36372,ACTOR,Panther Lily (voice)
ts20513,246,ACTOR,Juvia Rokusā (voice)
ts20513,382,ACTOR,Laxus Dreyar (voice)
ts20513,101800,ACTOR,Mirajane Strauss  (voice)
ts20513,11377,ACTOR,Misutogan (voice)
ts20513,4276,ACTOR,Cana Alberōna (voice)
ts20513,30679,ACTOR,Makarov Dreyar  (voice)
ts20513,121,ACTOR,Mavis Vermillion (voice)
ts20513,138,ACTOR,StingYu  (voice)
ts20513,12360,ACTOR,Rogue Cheney (voice)
ts20513,174284,ACTOR,Yukino Agria  (voice)
ts20513,113663,ACTOR,Orga Nanagear (voice)
ts20513,416,ACTOR,Rufus Lore  (voice)
ts20513,123602,ACTOR,Lector  (voice)
ts20513,100118,ACTOR,Frosch (voice)
ts20513,86149,ACTOR,Minerva Orland (voice)
ts20513,101799,ACTOR,Jiemma Orland (voice)
ts20513,99714,ACTOR,Obra (voice)
ts20513,39335,ACTOR,Flare Corona (voice)
ts20513,99714,ACTOR,Kurohebi (voice)
ts20513,101799,ACTOR,Nullpudding (voice)
ts20513,94626,ACTOR,Jura Neekis  (voice)
ts20513,11283,ACTOR,Lyon Vastia (voice)
ts20513,4604,ACTOR,Sherria Blendy (voice)
ts20513,11406,ACTOR,Toby Horhorta (voice)
ts20513,60813,ACTOR,Ichiya Vandalay Kotobuki (voice)
ts20513,397340,ACTOR,Hibiki Lates (voice)
ts20513,174284,ACTOR,Eve Tearm (voice)
ts20513,102209,ACTOR,Ren Akatsuki (voice)
ts20513,3984,ACTOR,Jenny Realight (voice)
ts20513,130,ACTOR,Kagura Mikazuchi (voice)
ts20513,94840,ACTOR,Araña Webb (voice)
